"gvkey","conm","2021","2022","2023","2024"
"318978","APPEN LTD",6.92,2.82,0.585,NA
"320129","COSTA GROUP HOLDINGS",3.18,2.58,NA,NA
"321005","JAYEX TECHNOLOGY LTD",0.013,0.011,0.005,NA
"321849","DRONESHIELD LTD",0.195,0.31,0.74,NA
"321870","NZME LTD",1.71,1.06,0.88,NA
"321949","RANGE INTERNATIONAL LTD",0.011,0.006,0.006,NA
"322010","AUSTRALIS OIL & GAS LTD",0.077,0.04,0.016,NA
"322155","FRONTIER DIGITAL VENTURES",1.31,0.695,0.58,NA
"322467","DUXTON WATER LTD",1.55,1.79,1.53,NA
"322903","MAYFIELD CHILDCARE LTD",1.365,1.05,0.81,NA
"323316","INHALERX LIMITED",0.097,0.047,0.05,NA
"323771","DE MEM LIMITED",0.225,0.125,0.14,NA
"323930","I SYNERGY GROUP LTD",0.071,0.017,0.007,NA
"324048","PEGMONT MINES LTD",0.05,0.044,0.0427,NA
"324055","ADVANCETC LTD",0.355,0.0949,0.006,NA
"324056","ICANDY INTERACTIVE",0.12,0.055,0.029,NA
"324114","E-PLUS LTD",NA,0.15,0.15,NA
"324133","ONE CLICK GROUP LTD",0.002,NA,NA,NA
"324138","MOBILICOM LTD",0.044,0.007,1.19,NA
"324328","EPSILON HEALTHCARE LTD",0.046,0.02,NA,NA
"324494","BERONI GROUP LTD",1.25,0.99,3.96,NA
"324500","ELSIGHT LTD",0.475,0.305,0.37,NA
"324823","IMAGION BIOSYSTEMS LIMITED",0.062,0.017,0.074,NA
"325105","PROSPECH LTD",0.048,0.019,0.039,NA
"325583","COLORTV LIMITED",0.001,NA,NA,NA
"325899","TELIX PHARMACEUTICALS LTD",4.18,6.9,12.89,NA
"325936","AIC MINES LTD",0.62,0.49,0.32,0.38
"326109","NEW ENERGY SOLAR",0.845,0.063,NA,NA
"326184","WHITEHAWK LIMITED",0.13,0.051,0.017,NA
"326368","CYGNUS METALS LIMITED",0.17,0.23,0.051,NA
"326371","ELIXINOL WELLNESS LTD",0.058,0.024,0.005,NA
"326521","ANGEL SEAFOOD H",0.195,NA,NA,NA
"326638","SIMBLE SOLUTIONS L",0.016,0.012,0.005,NA
"327102","ADRIATIC METALS PLC",1.415,2.065,1.966,NA
"327547","MARLEY SPOON SE",NA,NA,NA,NA
"327665","VIVA ENERGY GROUP",2.35,3.03,3.7,NA
"327791","NICKEL INDUSTRIES LIMITED",1.265,0.9,0.81,NA
"327920","MONTEM RESOURCES LTD",0.031,0.04,NA,NA
"327996","MELODIOL GLOBAL HEALTH LTD",0.072,0.0105,0.005,NA
"328311","NANOVEU LTD",0.033,0.026,0.023,NA
"328627","MIDAS MINERALS LTD",0.165,0.185,0.075,NA
"328874","TIMAH RESOURCES LTD",0.057,0.061,0.042,NA
"329138","HERAMED LIMITED",0.195,0.105,0.02,NA
"329444","TALIUS GROUP LIMITED",0.013,0.011,0.009,NA
"329871","NOVIQTECH LIMITED",0.04,0.008,0.006,NA
"330020","SCALARE PARTNERS HOLDINGS LI",0.11,0.046,1.104,NA
"331013","AFRICAN GOLD LTD",0.2,0.065,0.035,NA
"331528","NEXT SCIENCE LTD",0.89,0.68,0.325,NA
"332998","ADRABBIT LIMITED",0.014,0.01,NA,NA
"333391","LCL RESOURCES LTD",0.12,0.031,0.011,NA
"333823","OSTEOPORE LTD",0.175,0.086,0.3,NA
"335713","OPEN LEARNING LTD",0.066,0.015,0.017,NA
"336490","NITRO SOFTWARE LTD",1.535,2.19,NA,NA
"336868","KEMAO INDUSTRIES LTD",NA,0.57,0.57,NA
"337108","PYX RESOURCES LTD",1.225,0.33,0.51,NA
"338640","TPG TELECOM LTD",6.05,4.88,4.51,NA
"339999","SIREN GOLD LIMITED",0.45,0.099,0.055,NA
"340402","MEGADO MINERALS LIMITED",0.12,0.043,0.012,NA
"344091","AKORA RESOURCES LIMITED",0.39,0.17,0.17,NA
"345624","AOBO ENVIRONMENTAL TECHNOLOG",NA,NA,NA,NA
"345649","AURIC MINING LIMITED",0.09,0.05,0.185,NA
"345710","DALRYMPLE BAY INFRASTRUCTURE",2.15,2.68,2.74,NA
"345928","ROCKETDNA LTD",0.019,0.011,0.008,NA
"346142","3D METALFORGE LIMITED",0.046,NA,NA,NA
"346772","BASTION MINERALS LIMITED",0.15,0.026,0.01,NA
"346855","GENMIN LIMITED",0.19,0.195,0.16,NA
"347756","LOYAL LITHIUM LIMITED",0.265,0.32,0.315,NA
"348969","DRA GLOBAL LTD",2.7,2.1,2.11,NA
"348988","AERISON GROUP LIMITED",0.17,0.1,NA,NA
"349318","29METALS LIMITED",2.74,1.185,0.375,NA
"349977","ALVO MINERALS LTD",0.35,0.15,0.14,NA
"350398","AUSTRAL RESOURCES LTD",0.175,0.27,0.16,NA
"350509","JADE GAS HOLDINGS LIMITED",0.055,0.055,0.061,NA
"350989","LARVOTTO RESOURCES LTD",0.22,0.155,0.069,NA
"351070","VENTIA SERVICES GROUP LTD",2.47,2.64,3.85,NA
"351212","PANTHER METALS LTD",0.24,0.12,0.029,NA
"351262","THE HYDRATION PHARMACEUTICAL",0.27,0.082,0.015,NA
"351322","RAPID LITHIUM LTD",0.145,0.048,0.017,NA
"351694","OREXPLORE TECHNOLOGIES LTD",0.12,0.07,0.027,NA
"353144","LEO LITHIUM LIMITED",NA,0.52,0.505,NA
"353300","KINGSLAND MINERALS LTD",NA,0.18,0.235,0.22
"356597","DY6 METALS LTD",NA,NA,0.14,0.045
"358383","CHARIOT CORPORATION LIMITED",NA,NA,0.29,NA
"358607","NIDO EDUCATION LIMITED",NA,NA,0.93,NA
"359526","BRAZILIAN RARE EARTHS LTD",NA,NA,2.46,NA
"254380","SIGMA HEALTHCARE LTD",0.5,0.7,1.265,NA
"245323","NAMOI COTTON LTD",0.5,0.4,0.69,NA
"272236","JUPITER MINES LTD",0.22,0.21,NA,0.175
"282380","ORION METALS LTD",0.03,0.03,0.03,NA
"017544","CSR LTD",4.06,5.19,8.97,NA
"100477","JAMES HARDIE INDUSTRIES PLC",31.77,39.75,47.3,NA
"101256","FISHER & PAYKEL HEALTHCARE",19.98,24.5,30.08,NA
"179107","CHAMPION IRON LTD",3.675,4.045,4.24,NA
"201015","ALS LTD",10.68,11.16,14.01,NA
"201555","SMARTPAY HOLDINGS LTD",0.63,1.87,1.33,NA
"203699","TASK GROUP HOLDINGS LTD",0.17,0.465,0.875,NA
"209828","INFRATIL LTD",7.68,10.15,11.2,NA
"247593","WINGARA AG LIMITED",0.049,0.025,0.008,NA
"249874","AUSTRALIAN AGRICULTRL CO LTD",2.16,1.46,1.455,NA
"253367","WEB TRAVEL GROUP LIMITED",5.34,6.91,8.98,NA
"253534","FINDI LIMITED",0.018,0.385,4.7,NA
"274808","HYTERRA LTD",0.025,NA,NA,NA
"274820","AUSNET SERVICES",NA,NA,NA,NA
"275475","TTA HOLDINGS LTD",0.028,0.015,0.003,NA
"281811","THORN GROUP LTD",0.245,1.1,NA,NA
"282226","EXCITE TECHNOLOGY SERVICES",0.0175,0.006,0.009,NA
"284844","XERO LIMITED",76.96,118.93,136.4,NA
"289368","LEGACY IRON ORE",0.018,0.02,0.012,NA
"316964","AMPLIA THERAPEUTICS LTD",0.096,0.076,0.062,NA
"318212","EROAD LTD",1.42,1.26,1.01,NA
"318957","CATAPULT GROUP INTL",0.825,0.995,1.89,NA
"321575","VOLPARA HEALTH TECH",0.42,0.75,NA,NA
"325285","OLYMPIO METALS LIMITED",0.115,NA,NA,NA
"326211","PAYGROUP LTD",0.96,NA,NA,NA
"327264","HALO FOOD CO LIMITED",0.049,0.009,NA,NA
"339154","AROA BIOSURGERY LTD",0.66,0.925,0.5975,NA
"349004","RED RIDGE GROUP LIMITED",NA,0.11,0.011,NA
"350255","IRIS METALS LTD",0.25,1.7,0.345,NA
"351225","INFINITY MINING LIMITED",0.14,0.12,0.015,NA
"363189","WEBJET GROUP LIMITED",NA,NA,NA,NA
"223097","METCASH LTD",4.14,3.6,3.66,NA
"298537","COLLINS FOODS LTD",10.36,10.02,9.16,NA
"322141","RICEGROWERS LTD",7.35,6.5,8.9,NA
"352834","SOUTHERN CROSS GOLD LTD",0.37,0.5,2.98,NA
"038974","VAST RENEWABLES LTD",NA,10.0502,10.87,1.14
"043757","ALTA GLOBAL GROUP LTD",NA,NA,NA,1.9108
"349280","INDUSTRIAL MINERALS LTD",NA,0.37,0.49,0.175
"349405","CLEAN TEQ WATER LTD",NA,0.49,0.39,0.33
"349958","STAR MINERALS",NA,0.088,0.04,0.056
"350168","FORRESTANIA RESOURCES LTD",NA,0.185,0.045,0.015
"350192","WIN METALS LTD",NA,0.235,0.1975,0.046
"350256","EQUINOX RESOURCES LIMITED",NA,0.14,0.175,0.27
"350296","DALAROO METALS LTD",NA,0.125,0.052,0.025
"350490","ITECH MINERALS LTD",NA,0.39,0.1325,0.075
"350514","GREEN TECHNOLOGY METALS LTD",NA,0.755,0.42,0.09
"350559","COSMOS EXPLORATION LIMITED",NA,0.14,0.37,0.055
"350562","LYKOS METALS LTD",NA,0.17,0.055,0.024
"350627","DRAGONFLY BIOSCIENCES LTD",NA,NA,NA,NA
"350661","COOPER METALS LTD",NA,0.3,0.12,0.054
"350671","MINERALS 260 LTD",NA,0.26,0.46,0.13
"350672","RECHARGE METALS LIMITED",NA,0.16,0.2,0.028
"350697","DIABLO RESOURCES LIMITED",NA,0.051,0.045,0.016
"350724","LYCAON RESOURCES LTD",NA,0.31,0.275,0.295
"350725","KALGOORLIE GOLD MINING LTD",NA,0.13,0.029,0.023
"350754","AURUM RESOURCES LTD",NA,0.145,0.11,0.48
"350935","RADIOPHARM THERANOSTICS LTD",NA,0.17,0.12,0.028
"350974","WINSOME RESOURCES LIMITED",NA,0.38,1.475,0.57
"351123","BELARAROX LIMITED",NA,0.55,0.585,0.25
"351128","VERTEX MINERALS LIMITED",NA,0.15,0.14,0.175
"351329","RUBIX RESOURCES LIMITED",NA,0.105,0.25,0.071
"351334","GREENTECH METALS LTD",NA,0.14,0.4,0.11
"351461","KILLI RESOURCES LIMITED",NA,0.155,0.055,0.175
"351580","FALCON METALS LIMITED",NA,0.2,0.16,0.185
"351700","COSMO METALS LTD",NA,0.145,0.053,0.028
"352079","DMC MINING LIMITED",NA,0.115,0.067,0.058
"352302","STELAR METALS LIMITED",NA,0.18,0.3,0.086
"352347","PURE RESOURCES LIMITED",NA,0.225,0.245,0.099
"352352","NORFOLK METALS LIMITED",NA,0.17,0.18,0.105
"352367","PINNACLE MINERALS LIMITED",NA,0.14,0.09,0.052
"352530","OSMOND RESOURCES LIMITED",NA,0.185,0.115,0.28
"352650","FIRETAIL RESOURCES LIMITED",NA,0.2,0.099,0.099
"352750","LITHIUM PLUS MINERALS LTD",NA,0.605,0.47,0.115
"352967","BINDI METALS LIMITED",NA,0.2,0.165,0.09
"352971","OCEANA LITHIUM LIMITED",NA,0.53,0.225,0.031
"353057","UVRE LIMITED",NA,0.14,0.14,0.076
"353131","BELLAVISTA RESOURCES LTD",NA,0.195,0.14,0.32
"353221","OD6 METALS LIMITED",NA,0.175,0.165,0.044
"353291","SUMMIT MINERALS LIMITED",NA,0.185,0.115,0.235
"353308","METALSGROVE MINING LIMITED",NA,0.195,0.12,0.098
"353327","COOLABAH METALS LTD",NA,0.105,0.056,0.07
"353413","ILTANI RESOURCES LTD",NA,NA,0.18,0.23
"353422","CRITICAL MINERALS GROUP LTD",NA,0.27,0.235,0.2
"353606","OCTAVA MINERALS LIMITED",NA,0.175,0.087,0.096
"353737","REGENER8 RESOURCES",NA,0.16,0.15,0.1
"353828","HEAVY RARE EARTHS LTD",NA,0.175,0.091,0.032
"354345","BASIN ENERGY LTD",NA,NA,0.135,0.035
"354346","BUBALUS RESOURCES LIMITED",NA,NA,0.19,0.115
"354813","LIGHTNING MINERALS LTD",NA,NA,0.12,0.072
"354891","PATRIOT LITHIUM LIMITED",NA,NA,0.175,0.035
"355343","ACDC METALS LTD",NA,NA,0.074,0.058
"356031","LEEUWIN METALS LTD",NA,NA,0.25,0.084
"356294","NGX LIMITED",NA,NA,0.195,0.16
"357326","GREAT DIVIDE MINING LTD",NA,NA,0.295,0.225
"359805","INFINI RESOURCES LIMITED",NA,NA,NA,0.51
"360487","LITCHFIELD MINERALS LIMITED",NA,NA,NA,0.11
"360614","BLINKLAB LIMITED",NA,NA,NA,0.245
"236262","RIDDOCK INTERNATIONAL LTD",NA,NA,NA,NA
"041511","INNOVATION BEVERAG GROUP LTD",NA,NA,NA,NA
"351211","BLACK MOUNTAIN ENERGY LTD",NA,0.023,NA,NA
"355154","PATAGONIA LITHIUM LIMITED",NA,0.22,0.13,NA
"354754","DESOTO RESOURCES LTD",NA,NA,0.12,0.11
"355026","HIGH-TECH METALS LTD",NA,NA,0.185,0.145
"355181","DYNAMIC METALS LTD",NA,NA,0.205,0.195
"355769","EVERGREEN LITHIUM LTD",NA,NA,0.28,0.041
"355950","SQX RESOURCES LTD",NA,NA,0.135,0.092
"356710","CHILWA MINERALS LIMITED",NA,NA,0.16,0.98
"356885","AUGUSTUS MINERALS LTD",NA,NA,0.19,0.045
"357437","AUSTRALIAN CRITICAL MINE LTD",NA,NA,0.255,0.08
"358217","CLEO DIAGNOSTICS LTD",NA,NA,0.18,0.38
"358760","CGN RESOURCES LIMITED",NA,NA,NA,0.068
"361981","ALFABS AUSTRALIA LIMITED",NA,NA,NA,0.26
"362103","ORDELL MINERALS LIMITED",NA,NA,NA,NA
"237812","AFT CORP LTD",NA,NA,NA,NA
"361968","AXEL REE LIMITED",NA,NA,NA,0.089
